pkts,bytes,dur,average_dur,stddev_dur,total_dur,min_dur,max_dur,spkts,dpkts,sbytes,dbytes,rate,srate,drate,TnBPSrcIP,TnBPDstIP,TnP_PSrcIP,TnP_PDstIP,TnP_PerProto,TnP_Per_Dport,AR_P_Proto_P_SrcIP,AR_P_Proto_P_DstIP,N_IN_Conn_P_DstIP,N_IN_Conn_P_SrcIP,AR_P_Proto_P_Sport,AR_P_Proto_P_Dport,Pkts_P_State_P_Protocol_P_DestIP,Pkts_P_State_P_Protocol_P_SrcIP,attack
4,616,14.406888,4.0338949999999985,0.025008,8.067791,4.008888,4.058903,4,0,616,0,0.208234,0.208234,0.0,13552,77452,88,542,542,542,0.277806,0.368156,100,22,0.277645,0.368156,318,88,1
6,924,16.983148999999994,3.373306,0.267766,10.119917999999998,3.004569,3.632323,6,0,924,0,0.29440900000000003,0.29440900000000003,0.0,96000,96000,660,660,660,660,0.388619,0.388619,100,100,0.353291,0.388619,420,420,1
6,360,12.721007,2.895645,2.060527,8.686935,0.0,4.626462,6,0,360,0,0.393051,0.393051,0.0,6480,52980,108,883,883,883,0.471661,0.623501,100,18,0.471661,0.623501,883,108,1
15,900,13.654845000000002,3.909027,1.369261,11.727079,1.972607,4.882399,15,0,900,0,1.025277,1.025277,0.0,90000,90000,1500,1500,1500,1500,1.09851,1.09851,100,100,1.09851,1.09851,1500,1500,1
15,900,15.12594,4.368299,0.839201,13.104898,3.1818150000000003,4.985494,15,0,900,0,0.925562,0.925562,0.0,90000,90000,1500,1500,1500,1500,0.991593,0.991593,100,100,0.991674,0.991593,1500,1500,1
5,770,12.40905,2.027923,1.43415,6.083769,0.0,3.070595,5,0,770,0,0.322345,0.322345,0.0,84680,84680,628,628,628,628,0.5061,0.5061,100,100,0.402932,0.5061,300,300,1
7,702,28.862547,0.187426,0.13256099999999998,0.562279,0.0,0.28462800000000005,5,2,582,120,0.207882,0.13858800000000002,0.057848,41226,51120,297,382,382,382,0.125263,0.133522,100,83,0.242529,0.133522,193,108,1
4,616,36.037983,1.401435,1.981928,4.2043050000000015,0.0,4.2043050000000015,4,0,616,0,0.083246,0.083246,0.0,64960,64960,456,456,456,456,0.126451,0.126451,100,100,0.110994,0.126451,268,268,1
7,420,12.125862,2.685303,1.898797,8.055908,0.0,4.030822,7,0,420,0,0.49481,0.49481,0.0,42000,42000,700,700,700,700,0.577114,0.577114,100,100,0.577279,0.577114,700,700,1
8,480,12.387602,2.749809,1.944422,8.249428,0.0,4.133589,8,0,480,0,0.565081,0.565081,0.0,23160,42240,386,704,704,704,0.662983,0.5776180000000001,100,47,0.645807,0.5776180000000001,704,386,1
5,770,12.88388,2.174786,1.540998,6.524357,0.0,3.383589,5,0,770,0,0.310465,0.310465,0.0,54740,79520,364,542,542,542,0.403608,0.42595,100,70,0.388082,0.42595,395,315,1
13,780,15.507420000000002,4.339468,0.463847,13.018404,3.993289,4.995104,13,0,780,0,0.7738229999999999,0.7738229999999999,0.0,81960,81960,1366,1366,1366,1366,0.880869,0.880869,100,100,0.8383079999999999,0.880869,1366,1366,1
11,660,13.798123,3.684147,0.647392,11.052442,2.7697130000000003,4.18052,11,0,660,0,0.7247359999999999,0.7247359999999999,0.0,28920,51600,482,860,860,860,0.7593979999999999,0.659724,100,46,0.7972100000000001,0.659724,860,482,1
15,900,13.664745000000002,3.904039,1.372701,11.712117,1.962764,4.881886,15,0,900,0,1.024534,1.024534,0.0,47700,70260,795,1171,1171,1171,1.09772,0.841392,100,53,1.09772,0.841392,1171,795,1
14,840,13.967119,3.649373,1.241491,10.948119,1.986551,4.968858999999999,14,0,840,0,0.930757,0.930757,0.0,60960,79560,1016,1326,1326,1326,1.05424,0.983077,100,69,1.00235,0.983077,1326,1016,1
8,480,14.270968,3.401897,0.973205,10.20569,2.025705,4.106293,8,0,480,0,0.4905060000000001,0.4905060000000001,0.0,47820,47820,797,797,797,797,0.560879,0.560879,100,100,0.560579,0.560879,797,797,1
7,890,12.389109,2.040393,1.296685,6.121178,0.20726,2.9994400000000003,6,1,830,60,0.484296,0.40358,0.0,85760,85760,646,646,646,646,0.523907,0.523907,100,100,0.565012,0.523907,511,511,1
15,900,13.962172,3.984587,1.417669,11.953762,1.979729,4.996144,15,0,900,0,1.002709,1.002709,0.0,67500,78000,1125,1300,1300,1300,1.07436,0.925908,100,75,1.07433,0.925908,1300,1125,1
8,1044,45.663811,0.039766,0.08891900000000001,0.238594,0.0,0.238594,7,1,984,60,0.153294,0.131395,0.0,81672,91836,628,694,694,694,0.176317,0.15673099999999998,100,78,0.17519300000000002,0.15673099999999998,694,628,1
7,420,12.13186,2.683521,1.897536,8.050562,0.0,4.026263,7,0,420,0,0.494566,0.494566,0.0,42000,42000,700,700,700,700,0.577028,0.577028,100,100,0.576993,0.577028,700,700,1
7,420,12.228585,2.727918,1.929028,8.183755,0.0,4.115737,7,0,420,0,0.490654,0.490654,0.0,31920,52500,532,875,875,875,0.572429,0.6919069999999999,100,76,0.572429,0.6919069999999999,875,532,1
11,660,13.706516,3.654464,0.639464,10.963392,2.750131,4.109327,11,0,660,0,0.72958,0.72958,0.0,60900,63180,1015,1053,1053,1053,0.787791,0.773574,100,94,0.802538,0.773574,1053,1015,1
8,480,14.202824,3.387262,0.951121,10.161787,2.042175,4.061134,8,0,480,0,0.49286,0.49286,0.0,48000,48000,800,800,800,800,0.563334,0.563334,100,100,0.563268,0.563334,800,800,1
11,660,13.790878,3.681943,0.645263,11.04583,2.770286,4.172555,11,0,660,0,0.725117,0.725117,0.0,65880,65880,1098,1098,1098,1098,0.7961779999999999,0.7961779999999999,100,100,0.797629,0.7961779999999999,1098,1098,1
7,420,14.294543,3.392259,0.984672,10.176776,2.000179,4.119218,7,0,420,0,0.419741,0.419741,0.0,40200,40200,670,670,670,670,0.468711,0.468711,100,100,0.4896970000000001,0.468711,670,670,1
15,900,13.962159,3.984084,0.020369,11.952251,3.960205,4.010045,15,0,900,0,1.00271,1.00271,0.0,76500,85620,1275,1427,1427,1427,1.07433,1.03724,100,85,1.07433,1.03724,1427,1275,1
6,360,10.95245,4.455424,0.421258,8.910848,4.034166,4.876682,6,0,360,0,0.456519,0.456519,0.0,12960,36000,216,600,600,600,0.547823,0.549112,100,36,0.547823,0.549112,600,216,1
4,428,11.733358,0.056365,0.056365,0.11273,0.0,0.11273,3,1,368,60,0.255681,0.170454,0.0,46040,46040,454,454,454,454,0.381808,0.381808,100,100,0.340908,0.381808,454,454,1
6,548,9.61874,0.0912,0.069824,0.182399,0.021376,0.161023,4,2,428,120,0.5198189999999999,0.311891,0.103964,38048,48440,396,494,494,494,0.5456340000000001,0.514347,100,76,0.623782,0.514347,494,396,1
8,480,14.198802,3.3871260000000003,0.951352,10.161379,2.041723,4.064476,8,0,480,0,0.492999,0.492999,0.0,38880,48000,648,800,800,800,0.5634640000000001,0.5638880000000001,100,81,0.5634279999999999,0.5638880000000001,800,648,1
7,890,12.203386,2.079629,1.475141,6.238887999999998,0.0,3.262325,6,1,830,60,0.491667,0.409722,0.0,86720,86720,662,662,662,662,0.542551,0.542551,100,100,0.573611,0.542551,567,567,1
14,840,13.657194,3.910173,1.368272,11.73052,1.975161,4.884172,14,0,840,0,0.951879,0.951879,0.0,87600,87600,1460,1460,1460,1460,1.06902,1.06902,100,100,1.0251,1.06902,1460,1460,1
14,840,12.9292,3.635982,1.873467,10.907947,0.986598,4.980421,14,0,840,0,1.005476,1.005476,0.0,64740,75780,1079,1263,1263,1263,1.01774,0.968649,100,82,1.08282,0.968649,1263,1079,1
14,840,12.925999999999998,3.640666,1.878976,10.921997,0.983421,4.980119,14,0,840,0,1.005725,1.005725,0.0,84000,84000,1400,1400,1400,1400,1.0830799999999998,1.0830799999999998,100,100,1.08309,1.0830799999999998,1400,1400,1
2,308,9.968985,0.0,0.0,0.0,0.0,0.0,2,0,308,0,0.100311,0.100311,0.0,30800,30800,200,200,200,200,0.200622,0.200622,100,100,0.200622,0.200622,200,200,1
14,840,15.469083,4.345487,0.454478,13.036461,3.982235,4.986311,14,0,840,0,0.8403860000000001,0.8403860000000001,0.0,84000,84000,1400,1400,1400,1400,0.904946,0.904946,100,100,0.905031,0.904946,1400,1400,1
4,428,9.908193,0.100634,0.100634,0.201267,0.0,0.201267,3,1,368,60,0.30278,0.201853,0.0,15836,35240,148,274,274,274,0.403708,0.269954,100,37,0.403706,0.269954,148,148,1
7,420,12.131192,2.689537,1.901792,8.068610000000001,0.0,4.037991000000001,7,0,420,0,0.494593,0.494593,0.0,42000,42000,700,700,700,700,0.577025,0.577025,100,100,0.577025,0.577025,700,700,1
10,600,12.342946,3.199568,1.281863,9.598704,1.386748,4.1105480000000005,10,0,600,0,0.729161,0.729161,0.0,20760,48060,346,801,801,801,0.80092,0.6561939999999999,100,35,0.810179,0.6561939999999999,801,346,1
6,360,10.413796,4.203737,0.16831400000000002,8.407474,4.0354230000000015,4.372051,6,0,360,0,0.480132,0.480132,0.0,32820,32820,547,547,547,547,0.525265,0.525265,100,100,0.576159,0.525265,547,547,1
7,890,14.871531,2.683771,1.810874,8.051311,0.179022,4.3982839999999985,6,1,830,60,0.403455,0.336213,0.0,52270,93560,409,776,776,776,0.466282,0.5392020000000001,100,59,0.470698,0.5392020000000001,766,399,1
16,960,14.951607,4.313312000000002,0.944271,12.939935,2.977928,4.9863339999999985,16,0,960,0,1.0032370000000002,1.0032370000000002,0.0,96000,96000,1600,1600,1600,1600,1.0701200000000002,1.0701200000000002,100,100,1.0701200000000002,1.0701200000000002,1600,1600,1
10,600,14.916127,3.924142,0.300793,11.772425,3.498902,4.146422,10,0,600,0,0.603374,0.603374,0.0,4200,73740,70,1229,1229,1229,0.670415,0.8505940000000001,100,7,0.670415,0.8505940000000001,1229,70,1
10,600,14.559070000000002,3.93498,0.887875,11.80494,2.757688,4.901738,10,0,600,0,0.618171,0.618171,0.0,4200,76320,70,1272,1272,1272,0.6868569999999999,0.900698,100,7,0.6868569999999999,0.900698,1272,70,1
8,480,14.411732999999998,3.4307260000000004,0.996561,10.292177,2.021898,4.168343,8,0,480,0,0.485715,0.485715,0.0,47940,47940,799,799,799,799,0.555088,0.555088,100,100,0.555103,0.555088,799,799,1
5,770,12.707065,2.154065,1.526876,6.462195,0.0,3.361592,5,0,770,0,0.314786,0.314786,0.0,78200,78200,520,520,520,520,0.409139,0.409139,100,100,0.393482,0.409139,450,450,1
2,308,10.093759,0.0,0.0,0.0,0.0,0.0,2,0,308,0,0.099071,0.099071,0.0,31760,31760,216,216,216,216,0.213737,0.213737,100,100,0.198142,0.213737,184,184,1
5,770,12.410786,2.050208,1.45013,6.150625,0.0,3.117743,5,0,770,0,0.3223,0.3223,0.0,77000,77000,500,500,500,500,0.402932,0.402932,100,100,0.402875,0.402932,500,500,1
5,582,29.463572,0.09755,0.137957,0.29265,0.0,0.29265,4,1,522,60,0.135761,0.101821,0.0,45552,47640,308,324,324,324,0.10976500000000003,0.109994,100,96,0.169701,0.109994,50,50,1
1,154,0.0,0.0,0.0,0.0,0.0,0.0,1,0,154,0,0.0,0.0,0.0,15400,15400,100,100,100,100,0.0,0.0,100,100,0.0,0.0,100,100,1
2,308,9.651124,0.0,0.0,0.0,0.0,0.0,2,0,308,0,0.103615,0.103615,0.0,30800,30800,200,200,200,200,0.20723000000000005,0.20723000000000005,100,100,0.20723000000000005,0.20723000000000005,200,200,1
11,660,13.810716,3.691985,0.650682,11.075956,2.771895,4.164524,11,0,660,0,0.724075,0.724075,0.0,66000,66000,1100,1100,1100,1100,0.796269,0.796269,100,100,0.7964829999999999,0.796269,1100,1100,1
1,154,0.0,0.0,0.0,0.0,0.0,0.0,1,0,154,0,0.0,0.0,0.0,11878,16960,93,126,126,126,23.5542,31.9122,100,67,0.0,31.9122,87,54,1
6,360,10.780939,4.375808,0.32660300000000003,8.751616,4.049201,4.702414,6,0,360,0,0.4637810000000001,0.4637810000000001,0.0,14400,36000,240,600,600,600,0.556538,0.558492,100,40,0.556538,0.558492,600,240,1
15,900,13.656975,3.9101879999999998,1.368217,11.730563,1.975257,4.88537,15,0,900,0,1.025117,1.025117,0.0,90000,90000,1500,1500,1500,1500,1.0983399999999999,1.0983399999999999,100,100,1.0983399999999999,1.0983399999999999,1500,1500,1
15,900,13.663967,3.901957,1.375077,11.705871,1.957362,4.887246,15,0,900,0,1.024593,1.024593,0.0,90000,90000,1500,1500,1500,1500,1.09763,1.09763,100,100,1.09778,1.09763,1500,1500,1
8,856,12.276236,4.141443,0.063128,8.282886999999999,4.078331,4.204556,6,2,736,120,0.570207,0.407291,0.12389,40536,81386,356,653,653,653,0.572448,0.508406,100,51,0.651666,0.508406,538,356,1
15,900,13.666814000000002,3.903611,1.375035,11.710833,1.959082,4.889577,15,0,900,0,1.0243790000000002,1.0243790000000002,0.0,84240,86160,1404,1436,1436,1436,1.06988,1.04887,100,96,1.09755,1.04887,1436,1404,1
7,420,12.226475,2.722766,1.925331,8.168299000000001,0.0,4.100143,7,0,420,0,0.490738,0.490738,0.0,42000,42000,700,700,700,700,0.5725279999999999,0.5725279999999999,100,100,0.5725279999999999,0.5725279999999999,700,700,1
4,616,33.258427000000005,0.832252,1.176982,2.496756,0.0,2.496756,4,0,616,0,0.090203,0.090203,0.0,49896,69732,324,476,476,476,0.12027,0.133617,100,81,0.12027,0.133617,324,324,1
6,360,10.621335,4.2961870000000015,0.224235,8.592375,4.071953,4.520422,6,0,360,0,0.470751,0.470751,0.0,32040,36000,534,600,600,600,0.564901,0.56543,100,89,0.564901,0.56543,600,534,1
15,900,14.962757,4.314184,0.915821,12.942553,3.019326,4.986047,15,0,900,0,0.935656,0.935656,0.0,90000,90000,1500,1500,1500,1500,1.0021,1.0021,100,100,1.00249,1.0021,1500,1500,1
4,616,9.480413,3.238122,0.01794,6.476244,3.220182,3.256062,4,0,616,0,0.316442,0.316442,0.0,70000,70000,540,540,540,540,0.561652,0.561652,100,100,0.421923,0.561652,120,120,1
11,660,13.815632,3.693528,0.648053,11.080584,2.777144,4.163475,11,0,660,0,0.7238180000000001,0.7238180000000001,0.0,66000,66000,1100,1100,1100,1100,0.7962779999999999,0.7962779999999999,100,100,0.7962,0.7962779999999999,1100,1100,1
7,420,12.13112,2.685315,1.898805,8.055946,0.0,4.029364,7,0,420,0,0.494596,0.494596,0.0,42000,42000,700,700,700,700,0.577028,0.577028,100,100,0.577028,0.577028,700,700,1
15,900,13.955307,3.981429,1.413761,11.944288,1.9821830000000005,4.999543,15,0,900,0,1.003203,1.003203,0.0,87300,88740,1455,1479,1479,1479,1.07486,1.05911,100,97,1.07486,1.05911,1479,1455,1
4,616,14.565398000000002,3.403763,0.065813,6.807527,3.337957,3.46957,4,0,616,0,0.205968,0.205968,0.0,49064,64196,354,484,484,484,0.3268,0.332556,100,74,0.274623,0.332556,180,180,1
8,480,14.197879,3.383013,0.950763,10.149038,2.0384330000000004,4.057059,8,0,480,0,0.4930310000000001,0.4930310000000001,0.0,48000,48000,800,800,800,800,0.5634640000000001,0.5634640000000001,100,100,0.5634640000000001,0.5634640000000001,800,800,1
10,600,14.429777,3.890734,0.8410549999999999,11.672202,2.757132,4.7694230000000015,10,0,600,0,0.62371,0.62371,0.0,55800,61260,930,1021,1021,1021,0.6930109999999999,0.709155,100,93,0.6930109999999999,0.709155,1021,930,1
7,890,16.929758,2.634994,1.521887,10.539976,0.0,3.57661,6,1,830,60,0.354406,0.295338,0.0,90920,90920,732,732,732,7,0.43247,0.43247,100,100,0.43247,0.413473,732,732,1
3,462,20.201283,0.0,0.0,0.0,0.0,0.0,3,0,462,0,0.099004,0.099004,0.0,57712,57712,448,448,448,448,0.14621099999999998,0.14621099999999998,100,100,0.148505,0.14621099999999998,208,208,1
1,154,0.0,0.0,0.0,0.0,0.0,0.0,1,0,154,0,0.0,0.0,0.0,3696,16240,24,114,114,114,0.0,68.9281,100,24,0.0,68.9281,93,24,1
4,428,10.251897,0.103061,0.103061,0.206122,0.0,0.206122,3,1,368,60,0.292629,0.195086,0.0,39560,39560,346,346,346,346,0.33742300000000003,0.33742300000000003,100,100,0.390172,0.33742300000000003,292,292,1
4,616,11.40784,3.754426,0.037821,7.508853,3.716617,3.792236,4,0,616,0,0.262977,0.262977,0.0,45792,68192,312,466,466,466,0.379856,0.402382,100,72,0.350636,0.402382,345,240,1
1,154,0.0,0.0,0.0,0.0,0.0,0.0,1,0,154,0,0.0,0.0,0.0,12544,16240,90,114,114,114,54.4169,68.9281,100,76,0.0,68.9281,93,69,1
8,1044,45.624451,0.039075,0.087375,0.234453,0.0,0.234453,7,1,984,60,0.153426,0.131508,0.0,96732,101044,738,766,766,766,0.173953,0.16991099999999998,100,93,0.175345,0.16991099999999998,766,738,1
13,780,14.269035999999998,3.999427,0.007599,11.998281,3.990553,4.009022,13,0,780,0,0.840982,0.840982,0.0,66300,71700,1105,1195,1195,1195,0.911063,0.84803,100,85,0.911064,0.84803,1195,1105,1
3,274,0.236143,0.236143,0.0,0.236143,0.236143,0.236143,2,1,214,60,8.469444000000001,4.2347220000000005,0.0,27160,27160,296,296,296,296,12.7899,12.7899,100,100,12.7042,12.7899,294,294,1
10,600,14.958473,3.925193,0.300725,11.775579,3.499998,4.145597,10,0,600,0,0.601666,0.601666,0.0,39000,68400,650,1140,1140,1140,0.668572,0.753642,100,65,0.668517,0.753642,1140,650,1
3,462,14.233606,2.013727,2.013727,4.027454,0.0,4.027454,3,0,462,0,0.140513,0.140513,0.0,46200,46200,300,300,300,300,0.210781,0.210781,100,100,0.210769,0.210781,300,300,1
1,154,0.0,0.0,0.0,0.0,0.0,0.0,1,0,154,0,0.0,0.0,0.0,10166,21400,77,200,200,200,31.0347,13.9282,100,59,0.0,13.9282,50,50,1
15,900,13.883144,3.973185,0.8332209999999999,11.919554,2.926242,4.96497,15,0,900,0,1.008417,1.008417,0.0,76500,86400,1275,1440,1440,1440,1.08045,1.03908,100,85,1.08045,1.03908,1440,1275,1
8,480,14.141959,3.368752,0.94283,10.106256,2.035415,4.042553,8,0,480,0,0.4949810000000001,0.4949810000000001,0.0,26400,56100,440,935,935,935,0.565692,0.670131,100,55,0.565692,0.670131,935,440,1
3,462,14.330217,1.998903,1.998903,3.997806,0.0,3.997806,3,0,462,0,0.13956500000000002,0.13956500000000002,0.0,46200,46200,300,300,300,300,0.209489,0.209489,100,100,0.209348,0.209489,300,300,1
11,660,13.794699,3.683599,0.646517,11.050797,2.7701830000000003,4.175368,11,0,660,0,0.724916,0.724916,0.0,66000,66000,1100,1100,1100,1100,0.797369,0.797369,100,100,0.797408,0.797369,1100,1100,1
11,660,13.802782999999998,3.689161,0.6433300000000001,11.067483,2.779861,4.170103,11,0,660,0,0.724492,0.724492,0.0,47520,59280,792,988,988,988,0.79711,0.739592,100,72,0.796941,0.739592,988,792,1
5,582,14.384479,1.350433,1.909801,4.0513,0.0,4.0513,4,1,522,60,0.27807800000000005,0.208558,0.0,36528,58704,308,452,452,452,0.334757,0.33356,100,64,0.347597,0.33356,290,290,1
3,274,0.275706,0.275706,0.0,0.275706,0.275706,0.275706,2,1,214,60,7.254103999999999,3.627052,0.0,3562,25240,39,264,264,264,10.880999999999998,11.6189,100,13,10.8812,11.6189,246,39,1
7,890,12.762912,2.223607,1.582755,6.670822,0.0,3.55756,6,1,830,60,0.470112,0.39176,0.0,34710,73246,273,533,533,533,0.548482,0.451216,100,39,0.5484640000000001,0.451216,321,273,1
1,154,0.0,0.0,0.0,0.0,0.0,0.0,1,0,154,0,0.0,0.0,0.0,15400,15400,100,100,100,100,0.0,0.0,100,100,0.0,0.0,100,100,1
9,540,12.387611,3.208857,1.297118,9.626572,1.374556,4.14262,9,0,540,0,0.645806,0.645806,0.0,53040,53040,884,884,884,884,0.7136170000000001,0.7136170000000001,100,100,0.726532,0.7136170000000001,884,884,1
6,736,41.958683,0.07280700000000001,0.126106,0.291229,0.0,0.291229,5,1,676,60,0.119165,0.095332,0.0,45680,72630,354,529,529,529,0.129798,0.124367,100,65,0.142998,0.124367,282,282,1
15,900,13.657556,3.9103160000000003,1.367793,11.730948,1.9759799999999998,4.884436,15,0,900,0,1.025074,1.025074,0.0,90000,90000,1500,1500,1500,1500,1.09829,1.09829,100,100,1.09829,1.09829,1500,1500,1
8,480,14.19493,3.382576,0.951328,10.14773,2.037205,4.059627,8,0,480,0,0.493134,0.493134,0.0,48000,48000,800,800,800,800,0.563538,0.563538,100,100,0.5635819999999999,0.563538,800,800,1
7,420,12.132179,2.685937,1.899245,8.057812,0.0,4.029197,7,0,420,0,0.494553,0.494553,0.0,42000,42000,700,700,700,700,0.576978,0.576978,100,100,0.576978,0.576978,700,700,1
10,600,14.977348999999998,3.925794,0.300076,11.777382,3.501475,4.143789,10,0,600,0,0.600907,0.600907,0.0,51300,63060,855,1051,1051,1051,0.667376,0.701852,100,86,0.667675,0.701852,1051,855,1
7,890,13.193967,2.266622,1.470485,6.799865,0.201083,3.508319,6,1,830,60,0.454753,0.378961,0.0,79080,82024,566,590,590,590,0.451038,0.454136,100,96,0.530546,0.454136,325,301,1
1,154,0.0,0.0,0.0,0.0,0.0,0.0,1,0,154,0,0.0,0.0,0.0,19600,19600,170,170,170,170,18.388,18.388,100,100,0.0,18.388,65,65,1
8,480,14.198337,3.3854370000000005,0.952523,10.156309,2.03837,4.061833999999998,8,0,480,0,0.493015,0.493015,0.0,48000,48000,800,800,800,800,0.563423,0.563423,100,100,0.563446,0.563423,800,800,1
15,900,13.660785999999998,3.911377,1.366982,11.734133,1.978202,4.887018,15,0,900,0,1.024831,1.024831,0.0,90000,90000,1500,1500,1500,1500,1.0980299999999998,1.0980299999999998,100,100,1.0980299999999998,1.0980299999999998,1500,1500,1
5,770,15.755786,2.668099,1.888565,8.004297,0.0,4.106825,5,0,770,0,0.253875,0.253875,0.0,77000,77000,500,500,500,500,0.317238,0.317238,100,100,0.317344,0.317238,500,500,1
3,462,14.074472,2.29692,2.29692,4.59384,0.0,4.59384,3,0,462,0,0.142101,0.142101,0.0,54360,54360,436,436,436,436,0.309873,0.309873,100,100,0.213152,0.309873,96,96,1
15,900,13.969582999999998,3.990145,0.818661,11.970436,2.987592,4.992897,15,0,900,0,1.002177,1.002177,0.0,61200,74640,1020,1244,1244,1244,1.07376,0.92403,100,68,1.07376,0.92403,1244,1020,1
5,770,13.0834,2.227588,1.578423,6.682765,0.0,3.465955,5,0,770,0,0.305731,0.305731,0.0,74690,77000,485,500,500,500,0.382194,0.382988,100,97,0.382164,0.382988,500,485,1
7,420,12.228187,2.725345,1.927181,8.176035,0.0,4.108276,7,0,420,0,0.49067,0.49067,0.0,35700,42000,595,700,700,700,0.572277,0.571191,100,85,0.572448,0.571191,700,595,1
7,420,12.381612,2.739027,1.937219,8.217081,0.0,4.158818,7,0,420,0,0.48459,0.48459,0.0,19740,39900,329,665,665,665,0.565355,0.540662,100,47,0.565354,0.540662,665,329,1
6,360,11.465997,2.460986,1.764766,7.382958,0.0,4.05101,6,0,360,0,0.436072,0.436072,0.0,31680,38160,528,636,636,636,0.523468,0.552566,100,88,0.5232859999999999,0.552566,636,528,1
9,1010,11.994751,2.237904,1.29473,8.951614999999997,0.0,3.060142,7,2,890,120,0.6669579999999999,0.500219,0.109333,87690,94760,733,796,796,796,0.657091,0.6614140000000001,100,93,0.750328,0.6614140000000001,796,733,1
11,660,13.791052,3.682416,0.645573,11.047247,2.770289,4.172573000000001,11,0,660,0,0.725108,0.725108,0.0,62940,62940,1049,1049,1049,1049,0.801081,0.801081,100,100,0.797619,0.801081,1049,1049,1
11,660,13.805666,3.688213,0.647047,11.064638,2.773731,4.173733,11,0,660,0,0.72434,0.72434,0.0,46440,71640,774,1194,1194,1194,0.778666,0.8621690000000001,100,72,0.796774,0.8621690000000001,1194,774,1
6,360,12.264072,2.739303,1.937517,8.217908999999999,0.0,4.164846,6,0,360,0,0.407695,0.407695,0.0,33480,37260,558,621,621,621,0.489234,0.505171,100,93,0.489234,0.505171,621,558,1
5,582,34.302944000000004,0.105992,0.149895,0.317975,0.0,0.317975,4,1,522,60,0.116608,0.08745599999999999,0.0,39576,58200,340,500,500,500,0.145799,0.153987,100,68,0.14576,0.153987,500,340,1
10,600,14.80041,3.900666,0.331522,11.701998,3.431871,4.140838,10,0,600,0,0.6080909999999999,0.6080909999999999,0.0,20400,48120,340,802,802,802,0.6756489999999999,0.532747,100,34,0.675657,0.532747,802,340,1
5,770,12.380524,2.000169,1.41609,6.000508,0.0,3.0866130000000003,5,0,770,0,0.323088,0.323088,0.0,77000,77000,500,500,500,500,0.403854,0.403854,100,100,0.40386,0.403854,500,500,1
9,540,12.642113,3.292705,1.35797,9.878115,1.376439,4.360696,9,0,540,0,0.6328060000000001,0.6328060000000001,0.0,54000,54000,900,900,900,900,0.711906,0.711906,100,100,0.711906,0.711906,900,900,1
10,600,14.41341,3.883732,0.8337969999999999,11.651196,2.757099,4.748459,10,0,600,0,0.624418,0.624418,0.0,55920,58260,932,971,971,971,0.692739,0.699947,100,97,0.6937979999999999,0.699947,971,932,1
6,360,12.794002,2.9052290000000003,2.068932,8.715686,0.0,4.658599,6,0,360,0,0.390808,0.390808,0.0,35280,36000,588,600,600,600,0.469042,0.469073,100,98,0.46897,0.469073,600,588,1
6,736,14.530898,2.74517,1.942745,8.235509,0.0,4.214817,5,1,676,60,0.344094,0.275275,0.0,77920,77920,672,672,672,672,0.4618020000000001,0.4618020000000001,100,100,0.412913,0.4618020000000001,672,672,1
10,600,14.755289,3.888505,0.348679,11.665514,3.395439,4.14041,10,0,600,0,0.609951,0.609951,0.0,58380,58800,973,980,980,980,0.666085,0.664036,100,99,0.677723,0.664036,980,973,1
13,780,14.364773,4.0208650000000015,0.038252,12.062596,3.987231,4.074389,13,0,780,0,0.835377,0.835377,0.0,53040,66480,884,1108,1108,1108,0.904992,0.757758,100,68,0.904992,0.757758,1108,884,1
3,462,13.969693,2.264797,2.264797,4.529595,0.0,4.529595,3,0,462,0,0.14316700000000002,0.14316700000000002,0.0,18942,37114,123,241,241,241,0.21475,0.2059,100,41,0.21475100000000005,0.2059,241,123,1
3,462,34.698067,1.394711,1.394711,2.789422,0.0,2.789422,3,0,462,0,0.05764,0.05764,0.0,46200,46200,300,300,300,300,0.0864646,0.0864646,100,100,0.0864602,0.0864646,300,300,1
7,420,14.940667,3.636215,1.192449,10.908644,2.010465,4.837169,7,0,420,0,0.401588,0.401588,0.0,42000,42000,700,700,700,700,0.4686010000000001,0.4686010000000001,100,100,0.46852,0.4686010000000001,700,700,1
3,462,13.675823,2.241802,2.241802,4.483604,0.0,4.483604,3,0,462,0,0.146243,0.146243,0.0,27258,38492,177,300,300,300,0.219274,0.36811,100,59,0.219365,0.36811,177,177,1
8,480,14.729285999999998,3.54118,0.783432,10.623541,2.43391,4.128147,8,0,480,0,0.475244,0.475244,0.0,48000,48000,800,800,800,800,0.5430010000000001,0.5430010000000001,100,100,0.543136,0.5430010000000001,800,800,1
6,736,10.654389,2.365666,1.674723,7.096997999999999,0.0,3.647319,5,1,676,60,0.46929,0.375432,0.0,43176,69356,306,476,476,476,0.435215,0.427903,100,66,0.563148,0.427903,126,126,1
4,428,9.869897,0.113155,0.113155,0.22631,0.0,0.22631,3,1,368,60,0.30395500000000003,0.202636,0.0,39680,39680,348,348,348,348,0.35235500000000003,0.35235500000000003,100,100,0.405273,0.35235500000000003,296,296,1
6,924,14.914117,2.928844,0.090422,8.786531,2.802197,3.007507,6,0,924,0,0.335253,0.335253,0.0,53592,85932,348,558,558,558,0.402375,0.396724,100,58,0.402303,0.396724,558,348,1
4,428,9.87037,0.102495,0.102495,0.204989,0.0,0.204989,3,1,368,60,0.30394,0.202627,0.0,38948,41720,364,382,382,382,0.405253,0.385775,100,91,0.405253,0.385775,364,364,1
